| THETA | 1.358 | GO    | 137.6  | 121.7    | 501.4   | 506.4    | -5.050| 124.0 | 0.120 | -15.15| 0.000 | 3.096 | 25.24  | 13.19 |
| THETA | 1.368 | GO    | 128.0  | 122.4    | 502.8   | 507.7    | -4.937| 119.1 | 0.112 | -14.81| 0.000 | 2.874 | 23.47  | 11.53 |
| THETA | 1.379 | GO    | 118.3  | 114.4    | 504.1   | 509.0    | -4.843| 114.2 | 0.094 | -14.53| 0.000 | 2.407 | 21.70  | 9.580 |
| THETA | 1.390 | GO    | 108.6  | 103.9    | 505.4   | 510.1    | -4.740| 109.5 | 0.103 | -14.22| 0.000 | 2.642 | 19.92  | 8.348 |
| THETA | 1.401 | GO    | 99.04  | 90.84    | 506.5   | 511.1    | -4.600| 104.9 | 0.140 | -13.80| 0.000 | 3.584 | 18.16  | 7.944 |
| THETA | 1.411 | GO    | 89.70  | 82.86    | 507.5   | 511.9    | -4.480| 100.4 | 0.120 | -13.44| 0.000 | 3.075 | 16.44  | 6.081 |
| THETA | 1.418 | GO    | 83.93  | 70.92    | 508.0   | 512.4    | -4.378| 96.07 | 0.102 | -13.13| 0.000 | 2.617 | 15.39  | 4.873 |
| THETA | 1.428 | GO    | 74.62  | 71.86    | 508.8   | 513.1    | -4.301| 91.77 | 0.077 | -12.90| 0.000 | 1.975 | 13.68  | 2.754 |
| THETA | 1.439 | GO    | 64.95  | 60.67    | 509.6   | 513.8    | -4.202| 87.57 | 0.098 | -12.60| 0.000 | 2.515 | 11.91  | 1.817 |
| THETA | 1.449 | GO    | 55.63  | 53.26    | 510.2   | 514.4    | -4.129| 83.44 | 0.073 | -12.38| 0.000 | 1.872 | 10.20  | -0.314|
| THETA | 1.460 | GO    | 45.97  | 45.61    | 510.8   | 514.8    | -4.073| 79.37 | 0.055 | -12.22| 0.000 | 1.432 | 8.430  | -2.357|
| THETA | 1.470 | GO    | 36.65  | 38.11    | 511.2   | 515.2    | -4.040| 75.32 | 0.033 | -12.12| 0.000 | 0.850 | 6.721  | -4.548|
| THETA | 1.481 | GO    | 26.99  | 30.34    | 511.5   | 515.6    | -4.024| 71.30 | 0.016 | -12.07| 0.000 | 0.410 | 4.950  | -6.712|
| THETA | 1.487 | GO    | 21.54  | 27.09    | 511.7   | 515.7    | -4.041| 67.26 | -0.017| -12.12| 0.000 | -0.439| 3.951  | -8.612|
| THETA | 1.498 | GO    | 12.23  | 20.20    | 511.9   | 515.9    | -4.076| 63.18 | -0.034| -12.22| 0.000 | -0.882| 2.242  | -10.86|
| THETA | 1.508 | GO    | 2.911  | 12.39    | 511.9   | 516.1    | -4.126| 59.06 | -0.050| -12.37| 0.000 | -1.284| 0.533  | -13.12|
| THETA | 1.519 | GO    | 0.000  | 6.889    | 512.0   | 516.1    | -4.193| 54.86 | -0.066| -12.57| 0.000 | -1.712| 0.000  | -14.29|
| THETA | 1.529 | GO    | 0.000  | -0.225   | 512.0   | 516.1    | -4.190| 50.67 | 0.002 | -12.57| 0.000 | 0.059 | 0.000  | -12.51|
| THETA | 1.539 | GO    | 0.000  | -4.189   | 512.0   | 516.1    | -4.147| 46.53 | 0.043 | -12.44| 0.000 | 1.101 | 0.000  | -11.34|
| THETA | 1.549 | GO    | 0.000  | -3.951   | 512.0   | 516.1    | -4.107| 42.42 | 0.040 | -12.32| 0.000 | 1.039 | 0.000  | -11.28|
| THETA | 1.560 | GO    | 0.000  | -3.719   | 512.0   | 516.0    | -4.068| 38.35 | 0.038 | -12.20| 0.000 | 0.978 | 0.000  | -11.22|
| THETA | 1.570 | GO    | 0.000  | -6.048   | 512.0   | 516.0    | -4.006| 34.34 | 0.062 | -12.02| 0.000 | 1.590 | 0.000  | -10.42|
| THETA | 1.580 | GO    | 0.000  | -9.530   | 512.0   | 515.9    | -3.908| 30.43 | 0.097 | -11.72| 0.000 | 2.506 | 0.000  | -9.220|
| THETA | 1.590 | GO    | 0.000  | -12.08   | 512.0   | 515.7    | -3.784| 26.65 | 0.124 | -11.35| 0.000 | 3.178 | 0.000  | -8.176|
| THETA | 1.601 | GO    | 0.000  | -12.78   | 512.0   | 515.6    | -3.653| 22.99 | 0.131 | -10.96| 0.000 | 3.362 | 0.000  | -7.597|
| THETA | 1.611 | GO    | 0.000  | -11.85   | 512.0   | 515.5    | -3.531| 19.46 | 0.121 | -10.59| 0.000 | 3.118 | 0.000  | -7.476|
| THETA | 1.621 | GO    | 0.000  | -8.128   | 512.0   | 515.4    | -3.448| 16.02 | 0.083 | -10.34| 0.000 | 2.137 | 0.000  | -8.206|
| THETA | 1.627 | GO    | 0.000  | -5.258   | 512.0   | 515.4    | -3.416| 12.60 | 0.031 | -10.25| 0.000 | 0.796 | 0.000  | -9.454|
| THETA | 1.637 | GO    | 0.000  | -5.347   | 512.0   | 515.3    | -3.362| 9.241 | 0.054 | -10.08| 0.000 | 1.406 | 0.000  | -8.679|
| THETA | 1.648 | GO    | 0.000  | -6.500   | 512.0   | 515.2    | -3.295| 5.945 | 0.066 | -9.885| 0.000 | 1.709 | 0.000  | -8.176|
| THETA | 1.658 | GO    | 0.000  | -8.841   | 512.0   | 515.2    | -3.204| 2.741 | 0.090 | -9.613| 0.000 | 2.325 | 0.000  | -7.288|
| THETA | 1.668 | GO    | 0.000  | -8.134   | 512.0   | 515.1    | -3.120| -0.379| 0.083 | -9.362| 0.000 | 2.139 | 0.000  | -7.223|
| THETA | 1.679 | GO    | 0.000  | -6.042   | 512.0   | 515.0    | -3.058| -3.438| 0.062 | -9.176| 0.000 | 1.589 | 0.000  | -7.587|
| THETA | 1.689 | GO    | 0.000  | -3.963   | 512.0   | 515.0    | -3.018| -6.456| 0.040 | -9.054| 0.000 | 1.039 | 0.000  | -8.015|
| THETA | 1.699 | GO    | 0.000  | -3.256   | 512.0   | 514.9    | -2.984| -9.441| 0.033 | -8.954| 0.000 | 0.856 | 0.000  | -8.098|
| THETA | 1.709 | GO    | 0.000  | -2.786   | 512.0   | 514.9    | -2.956| -12.39| 0.028 | -8.868| 0.000 | 0.732 | 0.000  | -8.135|
| THETA | 1.720 | GO    | 0.000  | -3.957   | 512.0   | 514.9    | -2.915| -15.31| 0.040 | -8.746| 0.000 | 1.040 | 0.000  | -7.705|
| THETA | 1.730 | GO    | 0.000  | -2.786   | 512.0   | 514.8    | -2.886| -18.20| 0.028 | -8.660| 0.000 | 0.732 | 0.000  | -7.927|
| THETA | 1.740 | GO    | 0.000  | -1.346   | 512.0   | 514.8    | -2.872| -21.07| 0.014 | -8.617| 0.000 | 0.367 | 0.000  | -8.250|
| THETA | 1.751 | GO    | 0.000  | -0.464   | 512.0   | 514.8    | -2.867| -23.94| 0.004 | -8.603| 0.000 | 0.121 | 0.000  | -8.481|
| THETA | 1.761 | GO    | 0.000  | -0.701   | 512.0   | 514.8    | -2.860| -26.80| 0.007 | -8.581| 0.000 | 0.184 | 0.000  | -8.397|
| THETA | 1.767 | GO    | 0.000  | -0.389   | 512.0   | 514.8    | -2.858| -29.65| 0.002 | -8.574| 0.000 | 0.059 | 0.000  | -8.515|
| THETA | 1.777 | GO    | 0.000  | -0.701   | 512.0   | 514.8    | -2.851| -32.51| 0.007 | -8.553| 0.000 | 0.184 | 0.000  | -8.368|
| THETA | 1.787 | GO    | 0.000  | -0.464   | 512.0   | 514.8    | -2.846| -35.35| 0.004 | -8.538| 0.000 | 0.121 | 0.000  | -8.417|
| THETA | 1.798 | GO    | 0.000  | 0.464    | 512.0   | 514.8    | -2.851| -38.20| -0.004| -8.553| 0.000 | -0.121| 0.000  | -8.675|
| THETA | 1.808 | GO    | 0.000  | 0.000    | 512.0   | 514.8    | -2.851| -41.05| 0.000 | -8.553| 0.000 | 0.000 | 0.000  | -8.553|
| THETA | 1.818 | GO    | 0.000  | 0.000    | 512.0   | 514.8    | -2.851| -43.90| 0.000 | -8.553| 0.000 | 0.000 | 0.000  | -8.553|
| THETA | 1.828 | GO    | 0.000  | 0.232    | 512.0   | 514.8    | -2.853| -46.76| -0.002| -8.560| 0.000 | -0.060| 0.000  | -8.621|
| THETA | 1.839 | GO    | 0.000  | 0.697    | 512.0   | 514.8    | -2.860| -49.62| -0.007| -8.581| 0.000 | -0.182| 0.000  | -8.764|
| THETA | 1.849 | GO    | 0.000  | 0.469    | 512.0   | 514.8    | -2.865| -52.48| -0.004| -8.596| 0.000 | -0.123| 0.000  | -8.719|
| THETA | 1.859 | GO    | 0.000  | 0.231    | 512.0   | 514.8    | -2.867| -55.35| -0.002| -8.603| 0.000 | -0.060| 0.000  | -8.664|
| THETA | 1.870 | GO    | 0.000  | 0.231    | 512.0   | 514.8    | -2.870| -58.22| -0.002| -8.610| 0.000 | -0.060| 0.000  | -8.671|
| THETA | 1.880 | GO    | 0.000  | 0.231    | 512.0   | 514.8    | -2.872| -61.09| -0.002| -8.617| 0.000 | -0.060| 0.000  | -8.678|
| THETA | 1.890 | GO    | 0.000  | 0.000    | 512.0   | 514.8    | -2.872| -63.97| 0.000 | -8.617| 0.000 | 0.000 | 0.000  | -8.617|
| THETA | 1.900 | GO    | 0.000  | 0.000    | 512.0   | 514.8    | -2.872| -66.84| 0.000 | -8.617| 0.000 | 0.000 | 0.000  | -8.617|
| THETA | 1.910 | GO    | 0.000  | 0.466    | 512.0   | 514.8    | -2.877| -69.72| -0.004| -8.631| 0.000 | -0.121| 0.000  | -8.753|
| THETA | 1.921 | GO    | 0.000  | 0.237    | 512.0   | 514.8    | -2.879| -72.60| -0.002| -8.639| 0.000 | -0.062| 0.000  | -8.701|
| THETA | 1.927 | GO    | 0.000  | 0.000    | 512.0   | 514.8    | -2.879| -75.48| 0.000 | -8.639| 0.000 | 0.000 | 0.000  | -8.639|
| THETA | 1.937 | GO    | 0.000  | 0.227    | 512.0   | 514.8    | -2.882| -78.36| -0.002| -8.646| 0.000 | -0.059| 0.000  | -8.705|
| THETA | 1.947 | GO    | 0.000  | -0.225   | 512.0   | 514.8    | -2.879| -81.24| 0.002 | -8.639| 0.000 | 0.059 | 0.000  | -8.579|
| THETA | 1.957 | GO    | 0.000  | -0.237   | 512.0   | 514.8    | -2.877| -84.12| 0.002 | -8.631| 0.000 | 0.062 | 0.000  | -8.569|
| THETA | 1.968 | GO    | 0.000  | -0.463   | 512.0   | 514.8    | -2.872| -86.99| 0.004 | -8.617| 0.000 | 0.121 | 0.000  | -8.495|
| THETA | 1.978 | GO    | 0.000  | -0.463   | 512.0   | 514.8    | -2.867| -89.86| 0.004 | -8.603| 0.000 | 0.121 | 0.000  | -8.481|
| THETA | 1.988 | GO    | 0.000  | -0.237   | 512.0   | 514.8    | -2.865| -92.72| 0.002 | -8.596| 0.000 | 0.062 | 0.000  | -8.533|
| THETA | 1.999 | GO    | 0.000  | -0.689   | 512.0   | 514.8    | -2.858| -95.58| 0.007 | -8.574| 0.000 | 0.181 | 0.000  | -8.393|
| ALPHA | 0.040 | MAINTAIN| 0.000  | 0.000    | 0.000   | 0.000    | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000 |
| ALPHA | 0.057 | MAINTAIN| 0.000  | -0.846   | 0.000   | -0.014   | 0.014 | 0.014 | 0.014 | 0.071 | 0.000 | 0.733 | 0.000  | 0.805 |
| ALPHA | 0.063 | MAINTAIN| 0.000  | 0.000    | 0.000   | -0.014   | 0.014 | 0.028 | -0.000| 0.071 | 0.000 | -0.000| 0.000  | 0.071 |
